"pcp-dstat 6.2.0 CSV Output"
"Author:","PCP team <pcp@groups.io> and Dag Wieers <dag@wieers.com>",,,,"URL:","https://pcp.io/ and http://dag.wieers.com/home-made/dstat/"
"Host:","ip-172-31-33-69",,,,"User:","ubuntu"
"Cmdline:","dstat --time --cpu --mem --disk --io --net --output telemetry_mysql_run1.csv 1",,,,"Date:","23 Jul 2026 14:09:02 UTC"
"system","total usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",
23-07 14:12:45,0,0,99.875,0,0,9689872,49347512,139024,5357672,0,0,0,0,0,0
23-07 14:12:46,0.125,0,99.749,0,0,9689872,49347512,139024,5357672,0,0,0,0,0,0
23-07 14:12:46,0.125,0,99.749,0,0,9689872,49347512,139024,5357672,0,0,0,0,0,0
23-07 14:12:47,0,0,99.751,0,0,9689872,49347512,139024,5357672,0,0,0,0,0,0
23-07 14:12:47,0,0,99.999,0,0,9689872,49347512,139024,5357672,0,0,0,0,0,0
23-07 14:12:48,0,0,100.000,0,0,9689868,49347512,139028,5357672,0,8.000,0,2.000,0,0
23-07 14:12:48,0.125,0,99.751,0,0,9689868,49347512,139028,5357672,0,8.000,0,2.000,0,0
23-07 14:12:49,0.125,0.125,99.876,0,0,9689868,49347512,139028,5357672,0,0,0,0,0,0
23-07 14:12:49,0,0.125,100.000,0,0,9689868,49347512,139028,5357672,0,0,0,0,0,0
23-07 14:12:50,0.125,0,99.874,0,0,9689868,49347512,139028,5357672,0,0,0,0,0,0
23-07 14:12:50,0.125,0,99.747,0,0,9689868,49347512,139028,5357672,0,0,0,0,0,0
23-07 14:12:51,0,0.125,99.874,0,0,9689868,49347512,139028,5357672,0,0,0,0,0,0
23-07 14:12:51,0,0.125,99.878,0,0,9689868,49347512,139028,5357672,0,0,0,0,0,0
23-07 14:12:52,0,0.250,100.000,0,0,9689868,49347512,139028,5357672,0,4.000,0,1.000,76.000,90.000
23-07 14:12:52,0,0.250,100.000,0,0,9689868,49347512,139028,5357672,0,4.000,0,1.000,76.000,90.000
23-07 14:12:53,0,0,99.625,0,0,9689868,49347512,139028,5357672,0,0,0,0,0,0
23-07 14:12:53,0,0,99.750,0,0,9689868,49347512,139028,5357672,0,0,0,0,0,0
23-07 14:12:54,0,0,99.876,0,0,9690120,49347260,139028,5357672,0,0,0,0,0,0
23-07 14:12:54,0,0,100.000,0,0,9690120,49347260,139028,5357672,0,0,0,0,0,0
23-07 14:12:55,0,0,99.873,0,0,9690120,49347260,139028,5357672,0,0,0,0,0,0
23-07 14:12:55,0,0,99.500,0,0,9690120,49347260,139028,5357672,0,64.000,0,2.000,0,0
23-07 14:12:56,0.250,0,100.001,0,0,9690084,49347264,139028,5357704,0,64.000,0,2.000,28.000,42.000
23-07 14:12:56,0.250,0,99.875,0,0,9690084,49347264,139028,5357704,0,0,0,0,28.000,42.000
23-07 14:12:57,0,0,99.750,0,0,9690084,49347264,139028,5357704,0,0,0,0,1131.996,1559.994
23-07 14:12:57,0,0,99.999,0,0,9690084,49347264,139028,5357704,0,0,0,0,1207.992,1649.990
23-07 14:12:58,0,0,99.876,0,0,9690084,49347264,139028,5357704,0,0,0,0,1856.021,1980.022
23-07 14:12:58,0,0,99.751,0,0,9690084,49347264,139028,5357704,0,0,0,0,1780.019,1890.021
23-07 14:12:59,0,0,99.877,0,0,9690084,49347264,139028,5357704,0,0,0,0,0,0
23-07 14:12:59,0.125,0,99.748,0,0,9690084,49347264,139028,5357704,0,0,0,0,0,0
23-07 14:13:00,0.125,0,99.997,0,0,9690084,49347264,139028,5357704,0,0,0,0,0,0
23-07 14:13:00,0,0,99.749,0,0,9690084,49347264,139028,5357704,0,0,0,0,0,0
23-07 14:13:01,0,0,99.498,0,0,9690084,49347264,139028,5357704,0,0,0,0,0,0
23-07 14:13:01,0,0,99.999,0,0,9690084,49347264,139028,5357704,0,0,0,0,0,0
23-07 14:13:02,0,0.125,100.002,0,0,9690324,49347024,139028,5357704,0,0,0,0,0,0
23-07 14:13:02,0,0.125,100.001,0,0,9690324,49347024,139028,5357704,0,0,0,0,0,0
23-07 14:13:03,0,0,99.875,0,0,9690324,49347024,139028,5357704,0,0,0,0,0,0
23-07 14:13:03,0,0,99.873,0,0,9690324,49347024,139028,5357704,0,0,0,0,0,0
23-07 14:13:04,0.125,0,99.875,0,0,9690324,49347024,139028,5357704,0,0,0,0,0,0
23-07 14:13:04,0.125,0,99.876,0,0,9690324,49347024,139028,5357704,0,0,0,0,0,0
23-07 14:13:05,0,0,99.875,0,0,9690316,49347024,139028,5357712,0,0,0,0,0,0
23-07 14:13:05,0,0,99.750,0,0,9690316,49347024,139028,5357712,0,0,0,0,0,0
23-07 14:13:06,0.125,0,100.000,0,0,9690312,49347024,139028,5357716,0,0,0,0,0,0
23-07 14:13:06,0.125,0,99.875,0,0,9690312,49347024,139028,5357716,0,0,0,0,0,0
23-07 14:13:07,0,0,99.749,0,0,9690312,49347024,139028,5357716,0,0,0,0,0,0
23-07 14:13:07,0,0,99.749,0,0,9690312,49347024,139028,5357716,0,0,0,0,0,0
23-07 14:13:08,0,0,99.751,0,0,9690312,49347024,139028,5357716,0,0,0,0,76.000,90.001
23-07 14:13:08,0.125,0,100.001,0,0,9690312,49347024,139028,5357716,0,0,0,0,76.001,90.001
23-07 14:13:09,0.125,0,100.000,0,0,9690312,49347024,139028,5357716,0,0,0,0,0,0
23-07 14:13:09,0,0,99.750,0,0,9690312,49347024,139028,5357716,0,0,0,0,0,0
23-07 14:13:10,0.125,0,99.875,0,0,9690312,49347024,139028,5357716,0,0,0,0,0,0
23-07 14:13:10,0.125,0,99.875,0,0,9690312,49347024,139028,5357716,0,0,0,0,0,0
23-07 14:13:11,0,0,99.874,0,0,9690312,49347024,139028,5357716,0,0,0,0,0,0
23-07 14:13:11,0,0,99.875,0,0,9690312,49347024,139028,5357716,0,0,0,0,0,0
23-07 14:13:12,0,0,99.750,0,0,9690312,49347024,139028,5357716,0,0,0,0,0,0
23-07 14:13:12,0,0,99.750,0,0,9690312,49347024,139028,5357716,0,0,0,0,0,0
23-07 14:13:13,0.125,0.250,99.749,0,0,9689988,49347348,139028,5357716,0,24.000,0,6.000,0,0
23-07 14:13:13,0.125,0.250,99.874,0,0,9689988,49347348,139028,5357716,0,24.000,0,6.000,0,0
23-07 14:13:14,0,0,99.876,0,0,9689896,49347440,139028,5357716,0,0,0,0,0,0
23-07 14:13:14,0,0,99.999,0,0,9689896,49347440,139028,5357716,0,0,0,0,0,0
23-07 14:13:15,0,0,99.750,0,0,9689896,49347440,139028,5357716,0,0,0,0,0,0
23-07 14:13:15,0,0,99.751,0,0,9689896,49347440,139028,5357716,0,0,0,0,0,0
23-07 14:13:16,0.125,0,99.875,0,0,9689896,49347440,139028,5357716,0,0,0,0,0,0
23-07 14:13:16,0.250,0,100.000,0,0,9689896,49347440,139028,5357716,0,0,0,0,0,0
23-07 14:13:17,0.125,0,99.999,0,0,9689896,49347440,139028,5357716,0,8.000,0,1.000,75.999,89.999
23-07 14:13:17,0,0,99.874,0,0,9689896,49347440,139028,5357716,0,8.000,0,1.000,75.999,89.999
23-07 14:13:18,0,0.125,100.001,0,0,9689896,49347440,139028,5357716,0,0,0,0,76.000,90.000
23-07 14:13:18,0,0.125,99.751,0,0,9689896,49347440,139028,5357716,0,0,0,0,76.001,90.001
23-07 14:13:19,0,0,99.752,0,0,9689896,49347440,139028,5357716,0,0,0,0,0,0
23-07 14:13:19,0,0,99.874,0,0,9689896,49347440,139028,5357716,0,0,0,0,0,0
23-07 14:13:20,0,0,99.999,0,0,9689896,49347440,139028,5357716,0,0,0,0,0,0
23-07 14:13:20,0,0,99.876,0,0,9689896,49347440,139028,5357716,0,0,0,0,0,0
23-07 14:13:21,0.125,0,99.622,0,0,9689896,49347440,139028,5357716,0,0,0,0,0,0
23-07 14:13:21,0.125,0,99.623,0,0,9689896,49347440,139028,5357716,0,0,0,0,0,0
23-07 14:13:22,0,0,99.753,0,0,9689896,49347440,139028,5357716,0,0,0,0,0,0
23-07 14:13:22,0,0,100.001,0,0,9689896,49347440,139028,5357716,0,0,0,0,0,0
23-07 14:13:23,0,0,99.750,0,0,9689896,49347440,139028,5357716,0,8.000,0,2.000,0,0
23-07 14:13:23,0,0,99.875,0,0,9689896,49347440,139028,5357716,0,8.000,0,2.000,0,0
23-07 14:13:24,0,0,99.876,0,0,9689896,49347440,139028,5357716,0,0,0,0,76.001,90.001
23-07 14:13:24,0,0,100.000,0,0,9689896,49347440,139028,5357716,0,0,0,0,76.000,90.000
23-07 14:13:25,0,0,100.000,0,0,9689896,49347440,139028,5357716,0,0,0,0,0,0
23-07 14:13:25,0,0,99.876,0,0,9689896,49347440,139028,5357716,0,0,0,0,0,0
23-07 14:13:26,0.125,0,99.874,0,0,9689896,49347440,139028,5357716,0,52.000,0,2.000,0,0
23-07 14:13:26,0.250,0,99.750,0,0,9689896,49347440,139028,5357716,0,88.000,0,4.000,0,0
23-07 14:13:27,0.125,0.125,100.001,0,0,9689896,49347440,139028,5357716,0,36.000,0,2.000,0,0
23-07 14:13:27,0,0.125,99.625,0,0,9689896,49347440,139028,5357716,0,0,0,0,0,0
23-07 14:13:28,0,0,99.625,0,0,9689896,49347440,139028,5357716,0,0,0,0,0,0
23-07 14:13:28,0,0,99.874,0,0,9689896,49347440,139028,5357716,0,0,0,0,0,0
23-07 14:13:29,0,0,100.000,0,0,9689896,49347440,139028,5357716,0,36.000,0,9.000,0,0
23-07 14:13:29,0,0,100.001,0,0,9689896,49347440,139028,5357716,0,36.000,0,9.000,0,0
23-07 14:13:30,0,0,99.874,0,0,9689892,49347440,139028,5357720,0,0,0,0,0,0
23-07 14:13:30,0,0,99.876,0,0,9689892,49347440,139028,5357720,0,0,0,0,0,0
23-07 14:13:31,0,0,99.750,0,0,9689892,49347440,139028,5357720,0,0,0,0,2355.998,2753.997
23-07 14:13:31,0,0,99.874,0,0,9689892,49347440,139028,5357720,0,0,0,0,2431.967,2843.961
23-07 14:13:32,0.125,0.125,99.999,0,0,9689892,49347440,139028,5357720,0,0,0,0,2969.973,2845.974
23-07 14:13:32,0.125,0.125,99.750,0,0,9689892,49347440,139028,5357720,0,0,0,0,3015.987,2845.988
23-07 14:13:33,0.125,0.125,99.625,0,0,9689568,49347764,139028,5357720,0,0,0,0,2588.001,2430.001
23-07 14:13:33,0.125,0.125,100.000,0,0,9689568,49347764,139028,5357720,0,0,0,0,2512.004,2340.004
23-07 14:13:34,0,0,99.875,0,0,9689320,49348012,139028,5357720,0,0,0,0,2292.008,2436.009
23-07 14:13:34,0,0,99.876,0,0,9689320,49348012,139028,5357720,0,0,0,0,2322.013,2526.014
23-07 14:13:35,0.625,0.500,98.619,0,0,9689252,49348032,139188,5357944,0,2659.850,0,127.993,3556.800,4395.752
23-07 14:13:35,0.625,0.500,98.371,0,0,9689252,49348032,139188,5357944,0,2659.882,0,127.994,3556.842,4395.805
23-07 14:13:36,2.500,3.874,92.987,0.250,0,9682564,49353584,140284,5357960,63.991,16421.675,3.999,401.943,3491.506,3329.529
23-07 14:13:36,2.500,3.875,93.368,0.250,0,9682516,49353584,140332,5357960,63.995,16566.788,4.000,413.970,3415.750,3239.763
23-07 14:13:37,0,0,100.015,0,0,9681520,49354548,140364,5357960,0,240.037,0,20.003,2720.416,2268.347
23-07 14:13:37,0,0,99.759,0,0,9681520,49354548,140364,5357960,0,96.009,0,8.001,2766.250,2268.205
23-07 14:13:38,0,0,100.002,0,0,9681504,49354564,140364,5357960,0,0,0,0,46.001,0
23-07 14:13:38,0,0,99.752,0,0,9681504,49354564,140364,5357960,0,0,0,0,0,0
23-07 14:13:39,0,0,99.625,0.125,0,9682404,49353632,140428,5357928,0,1551.995,0,68.000,0,0
23-07 14:13:39,0,0,99.875,0.125,0,9682404,49353632,140428,5357928,0,1552.002,0,68.000,0,0
23-07 14:13:40,0,0,99.877,0,0,9682300,49353644,140452,5357992,0,72.002,0,9.000,76.002,90.002
23-07 14:13:40,0,0,99.626,0,0,9682300,49353644,140452,5357992,0,72.000,0,9.000,76.000,90.000


"Host:","ip-172-31-33-69",,,,"User:","ubuntu"
"Cmdline:","dstat --time --cpu --mem --disk --io --net --output telemetry_mysql_run1.csv 1",,,,"Date:","23 Jul 2026 14:13:41 UTC"
"system","total usage",,,,,"memory usage",,,,"dsk/total",,"io/total",,"net/total",
"time","total usage:usr","total usage:sys","total usage:idl","total usage:wai","total usage:stl","used","free","buf","cach","dsk/total:read","dsk/total:writ","read","writ","net/total:recv","net/total:send"
23-07 14:13:41,,9708348,49327400,140976,5357664,,,,
23-07 14:13:41,1.875,0.375,97.622,0,0,9707456,49327328,141512,5358084,0,3743.871,0,397.986,0,711.975
23-07 14:13:41,2.125,0.375,97.245,0.125,0,9706244,49327328,141976,5358816,0,5451.745,0,577.973,0,711.967
23-07 14:13:42,10.499,1.750,83.868,2.375,0,9712536,49273676,157248,5389680,0,76077.731,0,6602.456,45.996,0
23-07 14:13:42,10.625,1.875,83.877,2.375,0,9711836,49273428,157704,5390152,0,75749.861,0,6583.162,46.001,0
23-07 14:13:42,10.625,1.875,83.750,2.375,0,9711400,49272932,158160,5390604,0,75531.951,0,6580.996,46.000,0
23-07 14:13:43,10.750,1.875,83.872,2.750,0,9701864,49242784,174096,5413272,0,66921.870,0,6627.789,0,0
23-07 14:13:43,10.623,1.750,83.613,2.750,0,9701416,49242288,174536,5413752,0,66882.358,0,6622.045,0,0
23-07 14:13:43,10.624,1.750,83.868,2.625,0,9701284,49241536,174976,5414172,0,66838.766,0,6611.482,0,0
23-07 14:13:44,10.876,1.750,82.883,2.375,0,9709652,49194240,190128,5436884,0,69262.285,0,6443.585,0,0
23-07 14:13:44,11.001,1.875,82.635,2.500,0,9709436,49193492,190568,5437368,0,69324.490,0,6445.789,0,0
23-07 14:13:44,11.001,1.875,82.633,2.500,0,9709584,49191468,190944,5438820,0,70286.601,0,6439.605,0,0
23-07 14:13:45,11.997,1.875,82.479,2.374,0,9714452,49148928,205576,5460828,0,72729.866,0,6385.408,0,0
23-07 14:13:45,11.874,2.000,82.866,2.375,0,9713768,49144584,205976,5465328,0,76655.589,0,6403.297,0,0
23-07 14:13:45,11.874,2.000,82.990,2.375,0,9713672,49143832,206384,5465748,0,75610.905,0,6403.230,0,0
23-07 14:13:46,11.503,2.251,82.896,2.751,0,9715272,49106164,221720,5485468,0,76027.447,0,6608.690,0,0
23-07 14:13:46,11.626,2.000,82.759,2.625,0,9714836,49105668,222160,5485936,0,72080.042,0,6590.735,0,0
23-07 14:13:46,11.626,2.000,82.632,2.750,0,9714172,49105420,222584,5486400,0,72174.417,0,6594.586,0,0
23-07 14:13:47,11.749,1.375,82.496,2.375,0,9722948,49056380,237536,5510612,0,77212.311,0,6517.689,0,0
23-07 14:13:47,11.625,1.375,82.624,2.375,0,9722260,49056132,237976,5511088,0,77267.403,0,6521.950,0,0
23-07 14:13:47,11.750,1.500,82.627,2.375,0,9729916,49047572,238392,5511552,0,77277.657,0,6524.140,0,0
23-07 14:13:48,11.500,1.875,82.503,2.625,0,9731712,49005068,253696,5535824,0,79278.490,0,6727.211,0,0
23-07 14:13:48,11.500,1.875,82.497,2.625,0,9731032,49004820,254136,5536284,0,79193.053,0,6722.750,0,0
23-07 14:13:48,11.500,2.000,82.498,2.625,0,9730588,49004324,254588,5536736,0,79194.245,0,6727.851,0,0
23-07 14:13:49,12.000,1.625,82.999,2.500,0,9742400,48957956,268352,5556604,0,78078.730,0,6180.899,0,0
23-07 14:13:49,12.000,1.625,82.997,2.500,0,9741980,48957956,268656,5556708,0,77897.416,0,6135.796,0,0
23-07 14:13:49,12.125,1.375,83.002,2.625,0,9741564,48957956,268952,5556816,0,77725.691,0,6098.133,0,0
23-07 14:13:50,11.625,1.500,83.750,2.125,0,9765060,48911676,279416,5568596,0,73156.025,0,5256.002,0,0
23-07 14:13:50,11.625,1.500,83.753,2.250,0,9764616,48911676,279724,5568728,0,73194.985,0,5272.215,0,0
23-07 14:13:50,11.375,1.500,84.000,2.125,0,9772460,48903612,280008,5568660,0,73183.604,0,5269.971,0,0
23-07 14:13:51,11.500,1.250,83.625,2.125,0,9785596,48867016,290592,5580772,0,73079.613,0,5418.971,0,0
23-07 14:13:51,11.750,1.250,83.628,2.000,0,9785212,48866980,290896,5580880,0,73042.194,0,5412.163,0,0
23-07 14:13:51,11.750,1.375,83.373,1.875,0,9784932,48866980,291192,5580856,0,73058.604,0,5412.897,0,0
23-07 14:13:52,11.750,1.625,83.625,1.875,0,9789212,48843508,301776,5588920,0,70427.644,0,5408.973,0,0
23-07 14:13:52,11.500,1.625,83.498,1.875,0,9788776,48843508,302088,5589036,0,70518.692,0,5416.900,0,0
23-07 14:13:52,11.750,1.625,83.627,2.000,0,9789316,48838404,302344,5593228,0,74477.592,0,5432.116,0,0
23-07 14:13:53,11.875,1.875,83.501,2.250,0,9793728,48815156,312800,5601092,0,74740.738,0,5448.054,0,0
23-07 14:13:53,11.875,1.875,83.752,2.375,0,9801400,48807092,313080,5601196,0,74669.401,0,5438.102,0,0
23-07 14:13:53,11.625,1.875,83.625,2.250,0,9800992,48807092,313368,5601304,0,70700.268,0,5423.021,0,0
23-07 14:13:54,11.375,1.125,83.752,2.000,0,9803664,48781236,323968,5613264,0,74985.517,0,5535.112,0,0
23-07 14:13:54,11.500,1.125,83.624,1.875,0,9803236,48779188,324264,5615416,0,74954.964,0,5534.924,0,0
23-07 14:13:54,11.625,1.000,83.624,1.875,0,9802744,48777140,324544,5617560,0,78979.197,0,5559.943,0,0
23-07 14:13:55,11.875,1.500,83.376,2.250,0,9817620,48743292,335176,5625376,0,77325.371,0,5459.097,0,0
23-07 14:13:55,11.875,1.625,83.627,2.250,0,9817196,48743292,335488,5625480,0,77338.088,0,5466.148,0,0
23-07 14:13:55,11.750,1.625,83.375,2.375,0,9816796,48743292,335784,5625576,0,73276.150,0,5442.011,0,0
23-07 14:13:56,11.875,1.375,83.622,2.125,0,9812076,48725016,346300,5637416,0,73317.004,0,5387.780,75.997,89.996
23-07 14:13:56,11.750,1.250,83.498,2.250,0,9811628,48725016,346612,5637536,0,73366.285,0,5385.874,75.998,89.998
23-07 14:13:56,12.000,1.250,83.878,2.125,0,9812252,48724008,346896,5637632,0,73378.484,0,5379.182,76.003,90.003
23-07 14:13:57,11.875,1.500,83.499,1.875,0,9811712,48701360,357600,5649488,0,73891.129,0,5363.937,0,0
23-07 14:13:57,12.000,1.500,83.376,1.875,0,9813312,48699344,357896,5649592,0,73849.257,0,5361.091,0,0
23-07 14:13:57,11.750,1.500,83.374,1.875,0,9812904,48699344,358184,5649700,0,73871.481,0,5366.962,28.000,42.000
23-07 14:13:58,11.875,1.125,83.625,2.250,0,9810368,48678860,368776,5661500,0,72955.715,0,5389.979,28.000,42.000
23-07 14:13:58,11.750,1.125,83.622,2.125,0,9810200,48678608,369072,5661616,0,72993.652,0,5389.827,27.999,41.999
23-07 14:13:58,12.000,1.125,83.623,2.125,0,9810032,48678356,369376,5661720,0,73018.229,0,5395.869,0,0
23-07 14:13:59,12.375,1.625,83.752,2.000,0,9809188,48656092,379840,5673716,0,73701.558,0,5437.115,0,0
23-07 14:13:59,12.376,1.750,83.754,2.000,0,9808740,48656092,380152,5673824,0,73707.222,0,5446.238,0,0
23-07 14:13:59,12.125,1.750,83.503,2.125,0,9808328,48656092,380448,5673932,0,73686.736,0,5445.202,0,0
23-07 14:14:00,11.374,1.625,83.368,2.000,0,9802460,48639220,391168,5685408,0,74829.426,0,5484.518,0,0
23-07 14:14:00,11.499,1.500,83.620,2.250,0,9802080,48638968,391472,5685728,0,74807.589,0,5477.677,0,0
23-07 14:14:00,11.624,1.500,83.370,2.125,0,9802044,48638716,391760,5685724,0,74807.818,0,5467.694,0,0
23-07 14:14:01,12.375,0.875,83.498,2.000,0,9796632,48624848,402284,5693888,0,70246.624,0,5265.897,0,0
23-07 14:14:01,12.249,0.875,83.366,1.875,0,9800400,48616468,402576,5698092,0,74300.168,0,5292.442,0,0
23-07 14:14:01,12.248,0.875,83.615,1.875,0,9800000,48616468,402864,5698196,0,74262.750,0,5293.341,0,0
23-07 14:14:02,11.626,1.500,83.884,2.250,0,9794848,48602812,413552,5705772,0,74448.020,0,5312.572,0,0
23-07 14:14:02,11.752,1.625,83.638,2.125,0,9794536,48602488,413856,5706096,0,70430.879,0,5295.818,0,0
23-07 14:14:02,11.752,1.625,83.762,2.250,0,9794248,48602488,414136,5706096,0,70438.355,0,5301.779,0,0
23-07 14:14:03,12.000,1.750,83.123,2.125,0,9812456,48560864,424752,5718252,0,74502.234,0,5537.869,0,0
23-07 14:14:03,12.000,1.625,83.500,2.125,0,9812048,48560864,425048,5718356,0,74431.714,0,5518.979,0,0
23-07 14:14:03,11.875,1.625,83.377,2.000,0,9811640,48560864,425320,5718464,0,74445.743,0,5508.129,0,0
23-07 14:14:04,11.625,1.750,83.498,2.000,0,9807992,48541584,435624,5730452,0,74982.359,0,5259.885,0,0
23-07 14:14:04,11.500,1.750,83.501,2.125,0,9807568,48541584,435920,5730568,0,75065.190,0,5260.083,0,0
23-07 14:14:04,11.625,1.875,83.748,2.125,0,9807184,48541584,436192,5730672,0,75046.528,0,5256.897,0,0
23-07 14:14:05,11.500,1.875,83.626,2.000,0,9812424,48513232,446680,5742688,0,79769.410,0,5389.095,0,0
23-07 14:14:05,11.749,1.875,83.745,2.000,0,9812008,48513232,446972,5742804,0,79722.824,0,5391.650,0,0
23-07 14:14:05,11.623,1.750,83.111,2.000,0,9811844,48512992,447244,5742912,0,79746.904,0,5394.114,0,0
23-07 14:14:06,11.625,1.375,83.502,2.125,0,9800540,48501272,457920,5754632,0,75373.966,0,5458.142,0,0
23-07 14:14:06,11.500,1.375,83.378,2.000,0,9800360,48501020,458224,5754748,0,75390.382,0,5466.173,0,0
23-07 14:14:06,11.499,1.625,83.619,2.125,0,9800220,48500768,458504,5754852,0,75358.620,0,5472.609,0,0
23-07 14:14:07,12.000,1.375,83.500,2.125,0,9802260,48475188,469128,5767128,0,82003.778,0,5600.985,0,0
23-07 14:14:07,11.875,1.375,83.372,2.125,0,9801820,48475188,469432,5767236,0,81961.396,0,5593.822,0,0
23-07 14:14:07,11.876,1.125,83.505,2.250,0,9805676,48470904,469736,5767348,0,82085.169,0,5606.353,0,0
23-07 14:14:08,12.000,1.250,83.373,2.125,0,9799304,48454144,480280,5779300,0,78222.290,0,5407.882,0,0
23-07 14:14:08,12.126,1.250,83.379,2.125,0,9798892,48454144,480576,5779404,0,78215.370,0,5411.233,0,0
23-07 14:14:08,12.252,1.375,83.641,1.875,0,9798492,48454144,480864,5779512,0,78130.747,0,5400.019,0,0
23-07 14:14:09,11.750,1.625,83.502,2.125,0,9793012,48436348,491600,5791404,0,76905.643,0,5414.116,0,0
23-07 14:14:09,11.625,1.625,83.124,2.250,0,9793108,48435844,491896,5791508,0,76907.351,0,5408.954,0,0
23-07 14:14:09,11.624,1.625,83.369,2.250,0,9792956,48435592,492184,5791616,0,76898.751,0,5403.631,0,0
23-07 14:14:10,12.375,1.000,83.502,2.250,0,9793232,48412408,502720,5803372,0,75501.774,0,5292.124,0,0
23-07 14:14:10,12.500,1.125,83.750,2.125,0,9792812,48412408,503016,5803484,0,75523.998,0,5291.000,0,0
23-07 14:14:10,12.376,1.000,83.380,2.125,0,9794420,48410392,503304,5803592,0,75552.620,0,5286.323,0,0
23-07 14:14:11,11.750,1.375,83.624,2.000,0,9810892,48370772,513816,5815576,0,75614.651,0,5261.906,0,0
23-07 14:14:11,11.625,1.375,83.499,2.000,0,9810480,48370772,514112,5815684,0,75618.904,0,5267.924,0,0
23-07 14:14:11,11.749,1.375,83.620,2.000,0,9810104,48370772,514384,5815780,0,75559.446,0,5271.682,0,0
23-07 14:14:12,11.625,1.625,83.625,2.000,0,9811344,48346464,524736,5827872,0,75707.612,0,5336.973,76.000,90.000
23-07 14:14:12,11.625,1.500,83.750,2.125,0,9810932,48346464,525032,5827976,0,75668.430,0,5331.030,76.000,90.001
23-07 14:14:12,11.500,1.500,83.626,2.125,0,9810516,48346464,525336,5828076,0,75716.821,0,5337.058,76.001,90.001
23-07 14:14:13,12.125,1.375,83.375,2.000,0,9823680,48314472,536096,5835696,0,71532.199,0,5341.015,0,0
23-07 14:14:13,12.125,1.375,83.500,1.875,0,9823152,48310376,536384,5839924,0,75556.272,0,5365.019,0,0
23-07 14:14:13,12.250,1.500,83.503,1.875,0,9822720,48310376,536672,5840068,0,75534.492,0,5365.177,0,0
23-07 14:14:14,11.624,1.375,83.621,2.250,0,9824596,48289360,547160,5848100,0,75500.650,0,5410.760,0,0
23-07 14:14:14,11.625,1.375,83.499,2.250,0,9824676,48288856,547448,5848208,0,71519.349,0,5397.951,0,0
23-07 14:14:14,11.625,1.250,83.623,2.250,0,9824284,48288856,547728,5848312,0,71490.151,0,5399.860,0,0
23-07 14:14:15,11.875,1.500,83.500,2.000,0,9824344,48261448,558272,5864368,0,79447.809,0,5430.987,0,0
23-07 14:14:15,12.000,1.500,83.752,2.000,0,9823920,48261448,558576,5864476,0,79398.056,0,5423.140,0,0
23-07 14:14:15,12.124,1.500,83.620,2.000,0,9823492,48261448,558888,5864580,0,79463.542,0,5429.695,0,0
23-07 14:14:16,11.750,1.250,83.747,1.875,0,9809596,48256464,569600,5872272,0,71721.500,0,5420.811,0,0
23-07 14:14:16,11.873,1.250,83.488,1.875,0,9809420,48256212,569896,5872404,0,71745.444,0,5423.202,0,0
23-07 14:14:16,11.624,1.250,83.496,2.000,0,9809152,48256212,570176,5872384,0,71716.486,0,5411.735,0,0
23-07 14:14:17,12.124,1.500,83.744,2.250,0,9806036,48235936,580688,5884568,0,75642.333,0,5325.601,0,0
23-07 14:14:17,11.875,1.500,83.753,2.250,0,9805616,48235936,580992,5884672,0,75674.729,0,5330.192,0,0
23-07 14:14:17,12.000,1.500,83.752,2.250,0,9805196,48235936,581288,5884788,0,75718.216,0,5343.156,0,0
23-07 14:14:18,11.627,1.875,83.514,2.375,0,9823248,48194992,591656,5896684,0,75844.497,0,5401.890,0,0
23-07 14:14:18,11.751,1.875,83.510,2.375,0,9823288,48194520,591960,5896800,0,75840.880,0,5391.631,0,0
23-07 14:14:18,11.751,1.875,83.635,2.250,0,9822864,48194520,592256,5896928,0,75800.914,0,5376.632,0,0
23-07 14:14:19,11.499,1.375,83.491,1.750,0,9817220,48176984,602824,5908900,0,75499.444,0,5346.394,0,0
23-07 14:14:19,11.499,1.375,83.490,1.875,0,9816788,48176984,603128,5909016,0,75546.767,0,5355.346,0,0
23-07 14:14:19,11.373,1.375,83.363,1.875,0,9817396,48175976,603416,5909120,0,75548.937,0,5360.215,0,0
23-07 14:14:20,12.125,1.500,83.749,2.250,0,9815496,48154864,613792,5921112,0,76167.351,0,5397.954,0,0
23-07 14:14:20,11.999,1.500,83.743,2.125,0,9815076,48154864,614088,5921228,0,76149.501,0,5391.540,0,0
23-07 14:14:20,12.000,1.500,83.499,2.125,0,9816880,48152608,614408,5921332,0,76218.883,0,5408.921,0,0
23-07 14:14:21,11.500,1.750,83.376,2.000,0,9815960,48130568,624792,5933272,0,75564.822,0,5443.059,76.001,90.001
23-07 14:14:21,11.626,1.875,83.381,2.000,0,9815540,48130568,625088,5933388,0,75585.759,0,5456.416,76.006,90.007
23-07 14:14:21,11.750,1.875,83.751,2.000,0,9815144,48130568,625368,5933492,0,75488.800,0,5438.058,76.001,90.001
23-07 14:14:22,11.876,1.375,83.509,2.250,0,9807024,48115580,636016,5945328,0,76020.477,0,5600.625,0,0
23-07 14:14:22,11.876,1.250,83.635,2.250,0,9806620,48115580,636320,5945420,0,75989.325,0,5595.687,0,0
